TIME,SOURCE,DESTINATION,RATE_MBPS,RTT_MS,JITTER_MS,CWND,RTX_OUT,LOST_OUT,RTX_TOT
0.506989,10.0.0.1:56084,10.0.0.2:5000,1,171,3.838,48,0,0,0
0.509068,10.0.0.1:56084,10.0.0.2:5000,1,171,3.454,49,0,0,0
0.509507,10.0.0.1:56084,10.0.0.2:5000,1,170,3.038,50,0,0,0
0.510852,10.0.0.1:56084,10.0.0.2:5000,1,170,2.899,51,0,0,0
0.511901,10.0.0.1:56084,10.0.0.2:5000,1,169,2.586,52,0,0,0
0.512545,10.0.0.1:56084,10.0.0.2:5000,1,169,2.609,53,0,0,0
0.512559,10.0.0.1:56084,10.0.0.2:5000,1,168,2.617,54,0,0,0
0.514926,10.0.0.1:56084,10.0.0.2:5000,1,167,2.646,55,0,0,0
0.523176,10.0.0.1:56084,10.0.0.2:5000,1,167,2.239,56,0,0,0
0.541645,10.0.0.1:56084,10.0.0.2:5000,1,165,2.403,57,0,0,0
0.542284,10.0.0.1:56084,10.0.0.2:5000,1,164,2.522,58,0,0,0
0.542473,10.0.0.1:56084,10.0.0.2:5000,1,162,2.681,59,0,0,0
0.542797,10.0.0.1:56084,10.0.0.2:5000,1,160,2.800,60,0,0,0
0.543547,10.0.0.1:56084,10.0.0.2:5000,1,159,2.878,61,0,0,0
0.546331,10.0.0.1:56084,10.0.0.2:5000,1,157,3.013,62,0,0,0
0.546661,10.0.0.1:56084,10.0.0.2:5000,1,156,3.110,63,0,0,0
0.550334,10.0.0.1:56084,10.0.0.2:5000,1,155,3.123,64,0,0,0
0.551581,10.0.0.1:56084,10.0.0.2:5000,1,154,3.158,65,0,0,0
0.553743,10.0.0.1:56084,10.0.0.2:5000,1,153,3.029,66,0,0,0
0.554232,10.0.0.1:56084,10.0.0.2:5000,1,153,2.790,67,0,0,0
0.557662,10.0.0.1:56084,10.0.0.2:5000,1,152,2.802,68,0,0,0
0.559102,10.0.0.1:56084,10.0.0.2:5000,1,151,2.614,69,0,0,0
0.560132,10.0.0.1:56084,10.0.0.2:5000,1,151,2.281,70,0,0,0
0.560853,10.0.0.1:56084,10.0.0.2:5000,1,150,2.317,71,0,0,0
0.561118,10.0.0.1:56084,10.0.0.2:5000,1,149,2.335,72,0,0,0
0.561435,10.0.0.1:56084,10.0.0.2:5000,1,149,2.336,73,0,0,0
0.563826,10.0.0.1:56084,10.0.0.2:5000,1,147,2.425,74,0,0,0
0.564325,10.0.0.1:56084,10.0.0.2:5000,1,146,2.483,75,0,0,0
0.565583,10.0.0.1:56084,10.0.0.2:5000,2,146,2.503,76,0,0,0
0.653170,10.0.0.1:56084,10.0.0.2:5000,2,151,6.831,77,0,0,0
0.653901,10.0.0.1:56084,10.0.0.2:5000,2,155,9.550,78,0,0,0
0.654119,10.0.0.1:56084,10.0.0.2:5000,2,159,11.064,79,0,0,0
0.654258,10.0.0.1:56084,10.0.0.2:5000,2,162,11.146,80,0,0,0
0.695954,10.0.0.1:56084,10.0.0.2:5000,2,166,12.797,81,0,0,0
0.696377,10.0.0.1:56084,10.0.0.2:5000,2,170,13.534,82,0,0,0
0.702985,10.0.0.1:56084,10.0.0.2:5000,2,174,14.419,83,0,0,0
0.703688,10.0.0.1:56084,10.0.0.2:5000,2,178,14.186,84,0,0,0
0.708770,10.0.0.1:56084,10.0.0.2:5000,2,181,14.225,85,0,0,0
0.709397,10.0.0.1:56084,10.0.0.2:5000,2,185,13.884,86,0,0,0
0.709840,10.0.0.1:56084,10.0.0.2:5000,2,187,13.282,87,0,0,0
0.711371,10.0.0.1:56084,10.0.0.2:5000,2,189,12.018,89,0,0,0
0.712060,10.0.0.1:56084,10.0.0.2:5000,2,191,10.898,91,0,0,0
0.712155,10.0.0.1:56084,10.0.0.2:5000,2,192,8.844,92,0,0,0
0.712640,10.0.0.1:56084,10.0.0.2:5000,2,193,7.280,93,0,0,0
0.712863,10.0.0.1:56084,10.0.0.2:5000,2,193,6.054,94,0,0,0
0.714448,10.0.0.1:56084,10.0.0.2:5000,2,194,5.246,95,0,0,0
0.714498,10.0.0.1:56084,10.0.0.2:5000,2,195,4.571,96,0,0,0
0.714507,10.0.0.1:56084,10.0.0.2:5000,2,194,3.901,97,0,0,0
0.716890,10.0.0.1:56084,10.0.0.2:5000,2,194,3.042,98,0,0,0
0.733096,10.0.0.1:56084,10.0.0.2:5000,2,196,4.205,99,0,0,0
0.737121,10.0.0.1:56084,10.0.0.2:5000,3,198,5.339,100,0,0,0
0.737611,10.0.0.1:56084,10.0.0.2:5000,3,200,5.978,101,0,0,0
0.738480,10.0.0.1:56084,10.0.0.2:5000,3,201,5.709,102,0,0,0
0.738836,10.0.0.1:56084,10.0.0.2:5000,3,202,5.399,103,0,0,0
0.738871,10.0.0.1:56084,10.0.0.2:5000,3,203,5.032,104,0,0,0
0.738905,10.0.0.1:56084,10.0.0.2:5000,3,204,4.638,105,0,0,0
0.739072,10.0.0.1:56084,10.0.0.2:5000,3,205,4.255,106,0,0,0
0.739077,10.0.0.1:56084,10.0.0.2:5000,3,204,3.922,107,0,0,0
0.739081,10.0.0.1:56084,10.0.0.2:5000,3,204,3.581,108,0,0,0
0.739084,10.0.0.1:56084,10.0.0.2:5000,3,203,3.244,109,0,0,0
0.739087,10.0.0.1:56084,10.0.0.2:5000,3,203,2.922,110,0,0,0
0.739091,10.0.0.1:56084,10.0.0.2:5000,3,202,2.618,111,0,0,0
0.739588,10.0.0.1:56084,10.0.0.2:5000,3,201,2.681,112,0,0,0
0.750154,10.0.0.1:56084,10.0.0.2:5000,3,201,2.319,113,0,0,0
0.750852,10.0.0.1:56084,10.0.0.2:5000,4,202,2.097,114,0,0,0
0.751846,10.0.0.1:56084,10.0.0.2:5000,4,202,2.010,115,0,0,0
0.751927,10.0.0.1:56084,10.0.0.2:5000,4,203,1.900,116,0,0,0
0.752383,10.0.0.1:56084,10.0.0.2:5000,4,202,1.624,117,0,0,0
0.758008,10.0.0.1:56084,10.0.0.2:5000,4,203,1.746,118,0,0,0
0.758693,10.0.0.1:56084,10.0.0.2:5000,4,203,1.858,119,0,0,0
0.759048,10.0.0.1:56084,10.0.0.2:5000,4,204,1.918,120,0,0,0
0.762525,10.0.0.1:56084,10.0.0.2:5000,4,205,2.332,121,0,0,0
0.762602,10.0.0.1:56084,10.0.0.2:5000,4,206,2.541,122,0,0,0
0.768904,10.0.0.1:56084,10.0.0.2:5000,4,206,2.540,123,0,0,0
0.770533,10.0.0.1:56084,10.0.0.2:5000,4,207,2.665,124,0,0,0
0.770576,10.0.0.1:56084,10.0.0.2:5000,4,208,2.670,125,0,0,0
0.770585,10.0.0.1:56084,10.0.0.2:5000,4,208,2.590,126,0,0,0
0.772422,10.0.0.1:56084,10.0.0.2:5000,4,209,2.686,127,0,0,0
0.772452,10.0.0.1:56084,10.0.0.2:5000,4,210,2.669,128,0,0,0
0.772457,10.0.0.1:56084,10.0.0.2:5000,4,209,2.696,129,0,0,0
0.772464,10.0.0.1:56084,10.0.0.2:5000,4,208,2.707,130,0,0,0
0.773737,10.0.0.1:56084,10.0.0.2:5000,4,208,2.545,131,0,0,0
0.773918,10.0.0.1:56084,10.0.0.2:5000,4,207,2.335,132,0,0,0
0.774056,10.0.0.1:56084,10.0.0.2:5000,4,207,2.108,133,0,0,0
0.774161,10.0.0.1:56084,10.0.0.2:5000,4,206,1.879,134,0,0,0
0.777969,10.0.0.1:56084,10.0.0.2:5000,4,207,1.623,135,0,0,0
0.778364,10.0.0.1:56084,10.0.0.2:5000,4,207,1.454,136,0,0,0
0.778660,10.0.0.1:56084,10.0.0.2:5000,4,206,1.500,137,0,0,0
0.778724,10.0.0.1:56084,10.0.0.2:5000,4,206,1.532,138,0,0,0
0.778863,10.0.0.1:56084,10.0.0.2:5000,4,205,1.551,139,0,0,0
0.780254,10.0.0.1:56084,10.0.0.2:5000,4,205,1.460,140,0,0,0
0.788449,10.0.0.1:56084,10.0.0.2:5000,4,205,1.859,141,0,0,0
0.788782,10.0.0.1:56084,10.0.0.2:5000,5,206,2.106,142,0,0,0
0.789870,10.0.0.1:56084,10.0.0.2:5000,5,207,2.337,143,0,0,0
0.790395,10.0.0.1:56084,10.0.0.2:5000,5,208,2.481,144,0,0,0
0.792085,10.0.0.1:56084,10.0.0.2:5000,3,199,3.458,145,0,0,0
0.798207,10.0.0.1:56084,10.0.0.2:5000,3,193,4.176,146,0,0,0
0.799617,10.0.0.1:56084,10.0.0.2:5000,3,187,4.746,147,0,0,0
0.799730,10.0.0.1:56084,10.0.0.2:5000,3,182,5.210,148,0,0,0
0.799795,10.0.0.1:56084,10.0.0.2:5000,3,178,5.581,149,0,0,0
0.800100,10.0.0.1:56084,10.0.0.2:5000,3,174,5.869,150,0,0,0
0.800173,10.0.0.1:56084,10.0.0.2:5000,3,171,6.089,151,0,0,0
0.801031,10.0.0.1:56084,10.0.0.2:5000,3,168,6.239,152,0,0,0
0.809004,10.0.0.1:56084,10.0.0.2:5000,4,165,6.428,153,0,0,0
0.809435,10.0.0.1:56084,10.0.0.2:5000,4,162,6.555,154,0,0,0
0.809519,10.0.0.1:56084,10.0.0.2:5000,4,160,6.636,160,0,0,0
0.831685,10.0.0.1:56084,10.0.0.2:5000,4,157,6.819,161,0,0,0
0.832072,10.0.0.1:56084,10.0.0.2:5000,4,154,6.942,162,0,0,0
0.840041,10.0.0.1:56084,10.0.0.2:5000,4,152,7.004,163,0,0,0
0.840640,10.0.0.1:56084,10.0.0.2:5000,4,150,7.020,164,0,0,0
0.840712,10.0.0.1:56084,10.0.0.2:5000,4,149,6.901,165,0,0,0
0.849690,10.0.0.1:56084,10.0.0.2:5000,4,148,5.486,166,0,0,0
0.851156,10.0.0.1:56084,10.0.0.2:5000,4,148,4.923,167,0,0,0
0.855801,10.0.0.1:56084,10.0.0.2:5000,4,147,3.820,168,0,0,0
0.855951,10.0.0.1:56084,10.0.0.2:5000,4,147,2.957,169,0,0,0
0.856180,10.0.0.1:56084,10.0.0.2:5000,4,147,2.276,171,0,0,0
0.868799,10.0.0.1:56084,10.0.0.2:5000,4,148,2.913,172,0,0,0
