TIME,SOURCE,DESTINATION,RATE_MBPS,RTT_MS,JITTER_MS,CWND,RTX_OUT,LOST_OUT,RTX_TOT
0.794084,10.0.0.1:38250,10.0.0.2:5000,7,161,2.781,206,0,0,0
0.794093,10.0.0.1:38250,10.0.0.2:5000,7,161,2.223,207,0,0,0
0.794101,10.0.0.1:38250,10.0.0.2:5000,7,161,1.789,208,0,0,0
0.794110,10.0.0.1:38250,10.0.0.2:5000,7,161,1.449,209,0,0,0
0.794234,10.0.0.1:38250,10.0.0.2:5000,7,161,1.196,210,0,0,0
0.794428,10.0.0.1:38250,10.0.0.2:5000,7,161,1.015,211,0,0,0
0.794450,10.0.0.1:38250,10.0.0.2:5000,7,161,0.862,212,0,0,0
0.794524,10.0.0.1:38250,10.0.0.2:5000,7,161,0.725,213,0,0,0
0.794906,10.0.0.1:38250,10.0.0.2:5000,7,161,0.564,214,0,0,0
0.794931,10.0.0.1:38250,10.0.0.2:5000,7,161,0.438,215,0,0,0
0.795022,10.0.0.1:38250,10.0.0.2:5000,8,161,0.331,216,0,0,0
0.795040,10.0.0.1:38250,10.0.0.2:5000,8,161,0.249,217,0,0,0
0.795054,10.0.0.1:38250,10.0.0.2:5000,8,161,0.189,218,0,0,0
0.795245,10.0.0.1:38250,10.0.0.2:5000,8,161,0.167,219,0,0,0
0.795267,10.0.0.1:38250,10.0.0.2:5000,8,161,0.151,220,0,0,0
0.795556,10.0.0.1:38250,10.0.0.2:5000,8,161,0.171,221,0,0,0
0.795687,10.0.0.1:38250,10.0.0.2:5000,7,160,0.336,222,0,0,0
0.795690,10.0.0.1:38250,10.0.0.2:5000,7,158,0.474,223,0,0,0
0.795691,10.0.0.1:38250,10.0.0.2:5000,7,157,0.589,224,0,0,0
0.802653,10.0.0.1:38250,10.0.0.2:5000,7,157,0.483,225,0,0,0
0.810668,10.0.0.1:38250,10.0.0.2:5000,7,158,1.329,226,0,0,0
0.810957,10.0.0.1:38250,10.0.0.2:5000,8,159,1.879,227,0,0,0
0.811008,10.0.0.1:38250,10.0.0.2:5000,8,160,2.187,228,0,0,0
0.811043,10.0.0.1:38250,10.0.0.2:5000,8,160,2.237,229,0,0,0
0.811267,10.0.0.1:38250,10.0.0.2:5000,8,161,2.228,230,0,0,0
0.811287,10.0.0.1:38250,10.0.0.2:5000,8,162,2.155,231,0,0,0
0.811311,10.0.0.1:38250,10.0.0.2:5000,8,162,2.043,232,0,0,0
0.812168,10.0.0.1:38250,10.0.0.2:5000,8,162,2.012,233,0,0,0
0.812365,10.0.0.1:38250,10.0.0.2:5000,8,163,1.954,234,0,0,0
0.812444,10.0.0.1:38250,10.0.0.2:5000,8,163,1.865,235,0,0,0
0.820669,10.0.0.1:38250,10.0.0.2:5000,8,165,2.776,236,0,0,0
0.821293,10.0.0.1:38250,10.0.0.2:5000,8,166,3.365,237,0,0,0
0.821313,10.0.0.1:38250,10.0.0.2:5000,8,167,3.650,238,0,0,0
0.821458,10.0.0.1:38250,10.0.0.2:5000,8,168,3.741,239,0,0,0
0.821473,10.0.0.1:38250,10.0.0.2:5000,8,169,3.685,240,0,0,0
0.821704,10.0.0.1:38250,10.0.0.2:5000,8,168,3.692,241,0,0,0
0.821708,10.0.0.1:38250,10.0.0.2:5000,8,167,3.623,242,0,0,0
0.821709,10.0.0.1:38250,10.0.0.2:5000,8,166,3.465,243,0,0,0
0.821800,10.0.0.1:38250,10.0.0.2:5000,8,166,3.241,244,0,0,0
0.822050,10.0.0.1:38250,10.0.0.2:5000,8,165,2.962,245,0,0,0
0.822067,10.0.0.1:38250,10.0.0.2:5000,8,165,2.684,246,0,0,0
0.822123,10.0.0.1:38250,10.0.0.2:5000,8,164,2.532,247,0,0,0
0.829717,10.0.0.1:38250,10.0.0.2:5000,8,165,2.394,248,0,0,0
0.830070,10.0.0.1:38250,10.0.0.2:5000,8,165,2.273,249,0,0,0
0.830220,10.0.0.1:38250,10.0.0.2:5000,8,166,2.142,250,0,0,0
0.830323,10.0.0.1:38250,10.0.0.2:5000,8,166,2.002,251,0,0,0
0.830335,10.0.0.1:38250,10.0.0.2:5000,8,166,1.849,252,0,0,0
0.830661,10.0.0.1:38250,10.0.0.2:5000,8,167,1.731,253,0,0,0
0.831141,10.0.0.1:38250,10.0.0.2:5000,8,167,1.659,254,0,0,0
0.831252,10.0.0.1:38250,10.0.0.2:5000,8,167,1.575,255,0,0,0
0.831351,10.0.0.1:38250,10.0.0.2:5000,9,168,1.483,256,0,0,0
0.831455,10.0.0.1:38250,10.0.0.2:5000,8,167,1.573,257,0,0,0
0.831602,10.0.0.1:38250,10.0.0.2:5000,8,166,1.642,258,0,0,0
0.831890,10.0.0.1:38250,10.0.0.2:5000,8,165,1.689,259,0,0,0
0.831985,10.0.0.1:38250,10.0.0.2:5000,8,164,1.721,260,0,0,0
0.832055,10.0.0.1:38250,10.0.0.2:5000,8,164,1.740,261,0,0,0
0.840218,10.0.0.1:38250,10.0.0.2:5000,8,164,1.814,262,0,0,0
0.840569,10.0.0.1:38250,10.0.0.2:5000,8,165,1.851,263,0,0,0
0.840601,10.0.0.1:38250,10.0.0.2:5000,9,165,1.821,264,0,0,0
0.840612,10.0.0.1:38250,10.0.0.2:5000,9,165,1.745,265,0,0,0
0.840745,10.0.0.1:38250,10.0.0.2:5000,9,166,1.658,266,0,0,0
0.841156,10.0.0.1:38250,10.0.0.2:5000,9,166,1.600,267,0,0,0
0.841183,10.0.0.1:38250,10.0.0.2:5000,9,166,1.516,268,0,0,0
0.841199,10.0.0.1:38250,10.0.0.2:5000,9,167,1.415,269,0,0,0
0.841221,10.0.0.1:38250,10.0.0.2:5000,9,167,1.307,270,0,0,0
0.841236,10.0.0.1:38250,10.0.0.2:5000,8,166,1.377,271,0,0,0
0.841251,10.0.0.1:38250,10.0.0.2:5000,8,165,1.431,272,0,0,0
0.841425,10.0.0.1:38250,10.0.0.2:5000,8,165,1.468,273,0,0,0
0.841445,10.0.0.1:38250,10.0.0.2:5000,8,164,1.494,274,0,0,0
0.841460,10.0.0.1:38250,10.0.0.2:5000,8,164,1.509,275,0,0,0
0.841708,10.0.0.1:38250,10.0.0.2:5000,8,163,1.513,276,0,0,0
0.848473,10.0.0.1:38250,10.0.0.2:5000,9,164,1.626,277,0,0,0
0.848578,10.0.0.1:38250,10.0.0.2:5000,9,164,1.662,278,0,0,0
0.848590,10.0.0.1:38250,10.0.0.2:5000,9,164,1.636,279,0,0,0
0.848879,10.0.0.1:38250,10.0.0.2:5000,9,165,1.604,280,0,0,0
0.848900,10.0.0.1:38250,10.0.0.2:5000,9,165,1.535,281,0,0,0
0.848920,10.0.0.1:38250,10.0.0.2:5000,9,165,1.444,282,0,0,0
0.849894,10.0.0.1:38250,10.0.0.2:5000,9,166,1.462,283,0,0,0
0.850031,10.0.0.1:38250,10.0.0.2:5000,9,166,1.444,284,0,0,0
0.850128,10.0.0.1:38250,10.0.0.2:5000,9,167,1.400,285,0,0,0
0.850259,10.0.0.1:38250,10.0.0.2:5000,8,166,1.471,286,0,0,0
0.850261,10.0.0.1:38250,10.0.0.2:5000,8,165,1.525,287,0,0,0
0.850261,10.0.0.1:38250,10.0.0.2:5000,8,164,1.566,288,0,0,0
0.850262,10.0.0.1:38250,10.0.0.2:5000,9,163,1.593,289,0,0,0
0.850263,10.0.0.1:38250,10.0.0.2:5000,9,163,1.611,290,0,0,0
0.850264,10.0.0.1:38250,10.0.0.2:5000,9,162,1.619,291,0,0,0
0.850265,10.0.0.1:38250,10.0.0.2:5000,9,162,1.620,292,0,0,0
0.850265,10.0.0.1:38250,10.0.0.2:5000,9,162,1.575,293,0,0,0
0.858319,10.0.0.1:38250,10.0.0.2:5000,9,162,1.873,294,0,0,0
0.858712,10.0.0.1:38250,10.0.0.2:5000,9,163,2.059,295,0,0,0
0.858833,10.0.0.1:38250,10.0.0.2:5000,9,164,2.132,296,0,0,0
0.858834,10.0.0.1:38250,10.0.0.2:5000,9,164,2.114,297,0,0,0
0.858835,10.0.0.1:38250,10.0.0.2:5000,9,165,2.036,298,0,0,0
0.859045,10.0.0.1:38250,10.0.0.2:5000,9,165,1.947,299,0,0,0
0.859073,10.0.0.1:38250,10.0.0.2:5000,9,165,1.831,300,0,0,0
0.859089,10.0.0.1:38250,10.0.0.2:5000,9,165,1.867,301,0,0,0
0.859103,10.0.0.1:38250,10.0.0.2:5000,9,164,1.890,302,0,0,0
0.859190,10.0.0.1:38250,10.0.0.2:5000,9,163,1.900,303,0,0,0
0.859209,10.0.0.1:38250,10.0.0.2:5000,9,163,1.902,304,0,0,0
0.859224,10.0.0.1:38250,10.0.0.2:5000,9,163,1.849,305,0,0,0
0.869110,10.0.0.1:38250,10.0.0.2:5000,9,163,2.253,306,0,0,0
0.869496,10.0.0.1:38250,10.0.0.2:5000,9,164,2.495,307,0,0,0
0.869512,10.0.0.1:38250,10.0.0.2:5000,9,165,2.579,308,0,0,0
0.869521,10.0.0.1:38250,10.0.0.2:5000,9,166,2.554,309,0,0,0
0.869529,10.0.0.1:38250,10.0.0.2:5000,9,166,2.460,310,0,0,0
0.869538,10.0.0.1:38250,10.0.0.2:5000,10,167,2.321,311,0,0,0
0.869587,10.0.0.1:38250,10.0.0.2:5000,10,167,2.164,312,0,0,0
0.869921,10.0.0.1:38250,10.0.0.2:5000,10,167,2.035,313,0,0,0
0.869947,10.0.0.1:38250,10.0.0.2:5000,10,168,1.890,314,0,0,0
0.870024,10.0.0.1:38250,10.0.0.2:5000,10,168,1.746,315,0,0,0
0.890124,10.0.0.1:38250,10.0.0.2:5000,12,165,2.018,316,0,0,0
0.899668,10.0.0.1:38250,10.0.0.2:5000,12,164,2.091,317,0,0,0
0.899797,10.0.0.1:38250,10.0.0.2:5000,12,163,2.143,318,0,0,0
0.900020,10.0.0.1:38250,10.0.0.2:5000,12,163,2.175,319,0,0,0
0.900036,10.0.0.1:38250,10.0.0.2:5000,12,162,2.193,320,0,0,0
0.900044,10.0.0.1:38250,10.0.0.2:5000,12,161,2.200,321,0,0,0
0.900053,10.0.0.1:38250,10.0.0.2:5000,12,161,2.177,322,0,0,0
0.900061,10.0.0.1:38250,10.0.0.2:5000,12,160,2.093,323,0,0,0
0.900211,10.0.0.1:38250,10.0.0.2:5000,12,160,1.953,324,0,0,0
0.900225,10.0.0.1:38250,10.0.0.2:5000,12,159,2.026,325,0,0,0
0.900346,10.0.0.1:38250,10.0.0.2:5000,12,158,2.078,326,0,0,0
0.900375,10.0.0.1:38250,10.0.0.2:5000,12,157,2.114,327,0,0,0
0.900466,10.0.0.1:38250,10.0.0.2:5000,12,157,2.134,328,0,0,0
0.900613,10.0.0.1:38250,10.0.0.2:5000,12,156,2.183,329,0,0,0
0.900707,10.0.0.1:38250,10.0.0.2:5000,12,155,2.215,330,0,0,0
0.900950,10.0.0.1:38250,10.0.0.2:5000,12,154,2.229,331,0,0,0
0.904286,10.0.0.1:38250,10.0.0.2:5000,12,154,1.842,332,0,0,0
0.904433,10.0.0.1:38250,10.0.0.2:5000,12,154,1.510,333,0,0,0
0.913089,10.0.0.1:38250,10.0.0.2:5000,12,155,2.102,334,0,0,0
0.913251,10.0.0.1:38250,10.0.0.2:5000,12,156,2.446,335,0,0,0
0.913254,10.0.0.1:38250,10.0.0.2:5000,12,156,2.595,336,0,0,0
0.913282,10.0.0.1:38250,10.0.0.2:5000,12,157,2.616,337,0,0,0
0.913339,10.0.0.1:38250,10.0.0.2:5000,13,158,2.554,338,0,0,0
0.913350,10.0.0.1:38250,10.0.0.2:5000,13,158,2.436,339,0,0,0
0.913360,10.0.0.1:38250,10.0.0.2:5000,13,159,2.283,340,0,0,0
0.914456,10.0.0.1:38250,10.0.0.2:5000,12,158,2.150,341,0,0,0
0.915046,10.0.0.1:38250,10.0.0.2:5000,12,158,1.922,342,0,0,0
0.915105,10.0.0.1:38250,10.0.0.2:5000,12,158,1.704,343,0,0,0
0.915117,10.0.0.1:38250,10.0.0.2:5000,12,157,1.506,344,0,0,0
0.915126,10.0.0.1:38250,10.0.0.2:5000,12,157,1.526,345,0,0,0
0.915135,10.0.0.1:38250,10.0.0.2:5000,12,156,1.536,346,0,0,0
0.915167,10.0.0.1:38250,10.0.0.2:5000,12,156,1.538,347,0,0,0
0.915184,10.0.0.1:38250,10.0.0.2:5000,12,156,1.503,348,0,0,0
0.915193,10.0.0.1:38250,10.0.0.2:5000,13,155,1.432,349,0,0,0
0.915212,10.0.0.1:38250,10.0.0.2:5000,13,155,1.338,350,0,0,0
0.915432,10.0.0.1:38250,10.0.0.2:5000,13,155,1.208,351,0,0,0
0.915583,10.0.0.1:38250,10.0.0.2:5000,13,155,1.065,352,0,0,0
0.915629,10.0.0.1:38250,10.0.0.2:5000,13,155,0.933,353,0,0,0
